ChromatogramRI		ChromatogramUV		Calibration CurveRI	
9.76000	0.644	9.76000	1.970	9.76000	4.839
9.76167	0.654	9.76167	1.972	9.76167	4.838
9.76333	0.660	9.76333	1.972	9.76333	4.837
9.76500	0.665	9.76500	1.973	9.76500	4.835
9.76667	0.660	9.76667	1.977	9.76667	4.834
9.76833	0.661	9.76833	1.981	9.76833	4.833
9.77000	0.652	9.77000	1.983	9.77000	4.832
9.77167	0.648	9.77167	1.984	9.77167	4.831
9.77333	0.643	9.77333	1.984	9.77333	4.830
9.77500	0.643	9.77500	1.985	9.77500	4.829
9.77667	0.649	9.77667	1.987	9.77667	4.828
9.77833	0.659	9.77833	1.992	9.77833	4.827
9.78000	0.665	9.78000	1.996	9.78000	4.826
9.78167	0.665	9.78167	1.999	9.78167	4.825
9.78333	0.661	9.78333	2.001	9.78333	4.824
9.78500	0.661	9.78500	2.003	9.78500	4.823
9.78667	0.651	9.78667	2.006	9.78667	4.822
9.78833	0.642	9.78833	2.008	9.78833	4.821
9.79000	0.647	9.79000	2.010	9.79000	4.820
9.79167	0.652	9.79167	2.011	9.79167	4.819
9.79333	0.662	9.79333	2.012	9.79333	4.818
9.79500	0.671	9.79500	2.015	9.79500	4.817
9.79667	0.670	9.79667	2.015	9.79667	4.816
9.79833	0.670	9.79833	2.017	9.79833	4.815
9.80000	0.670	9.80000	2.020	9.80000	4.814
9.80167	0.664	9.80167	2.022	9.80167	4.813
9.80333	0.659	9.80333	2.026	9.80333	4.812
9.80500	0.653	9.80500	2.031	9.80500	4.811
9.80667	0.653	9.80667	2.032	9.80667	4.810
9.80833	0.658	9.80833	2.036	9.80833	4.809
9.81000	0.673	9.81000	2.037	9.81000	4.808
9.81167	0.678	9.81167	2.039	9.81167	4.807
9.81333	0.682	9.81333	2.040	9.81333	4.806
9.81500	0.676	9.81500	2.042	9.81500	4.805
9.81667	0.670	9.81667	2.045	9.81667	4.804
9.81833	0.665	9.81833	2.048	9.81833	4.803
9.82000	0.659	9.82000	2.051	9.82000	4.802
9.82167	0.658	9.82167	2.054	9.82167	4.801
9.82333	0.653	9.82333	2.057	9.82333	4.800
9.82500	0.658	9.82500	2.061	9.82500	4.799
9.82667	0.668	9.82667	2.061	9.82667	4.798
9.82833	0.678	9.82833	2.061	9.82833	4.797
9.83000	0.682	9.83000	2.061	9.83000	4.796
9.83167	0.682	9.83167	2.064	9.83167	4.795
9.83333	0.678	9.83333	2.068	9.83333	4.794
9.83500	0.673	9.83500	2.069	9.83500	4.793
9.83667	0.663	9.83667	2.072	9.83667	4.791
9.83833	0.663	9.83833	2.076	9.83833	4.790
9.84000	0.663	9.84000	2.080	9.84000	4.789
9.84167	0.673	9.84167	2.084	9.84167	4.788
9.84333	0.678	9.84333	2.086	9.84333	4.787
9.84500	0.692	9.84500	2.087	9.84500	4.786
9.84667	0.693	9.84667	2.089	9.84667	4.785
9.84833	0.688	9.84833	2.093	9.84833	4.784
9.85000	0.684	9.85000	2.094	9.85000	4.783
9.85167	0.684	9.85167	2.096	9.85167	4.782
9.85333	0.679	9.85333	2.101	9.85333	4.781
9.85500	0.675	9.85500	2.103	9.85500	4.780
9.85667	0.680	9.85667	2.107	9.85665	4.779
9.85833	0.681	9.85833	2.112	9.85833	4.778
9.86000	0.691	9.86000	2.113	9.86000	4.777
9.86167	0.696	9.86167	2.118	9.86167	4.776
9.86333	0.696	9.86333	2.119	9.86333	4.775
9.86500	0.691	9.86500	2.122	9.86500	4.774
9.86667	0.686	9.86667	2.126	9.86667	4.773
9.86833	0.681	9.86833	2.130	9.86832	4.772
9.87000	0.675	9.87000	2.133	9.87000	4.771
9.87167	0.675	9.87167	2.136	9.87167	4.770
9.87333	0.691	9.87333	2.140	9.87333	4.769
9.87500	0.696	9.87500	2.141	9.87500	4.768
9.87667	0.700	9.87667	2.141	9.87667	4.767
9.87833	0.700	9.87833	2.146	9.87833	4.766
9.88000	0.701	9.88000	2.149	9.87998	4.765
9.88167	0.701	9.88167	2.154	9.88167	4.764
9.88333	0.691	9.88333	2.157	9.88333	4.763
9.88500	0.687	9.88500	2.159	9.88500	4.762
9.88667	0.676	9.88667	2.162	9.88667	4.761
9.88833	0.675	9.88833	2.164	9.88833	4.760
9.89000	0.686	9.89000	2.167	9.89000	4.759
9.89167	0.695	9.89167	2.171	9.89167	4.758
9.89333	0.704	9.89333	2.174	9.89333	4.757
9.89500	0.708	9.89500	2.176	9.89500	4.756
9.89667	0.708	9.89667	2.178	9.89667	4.755
9.89833	0.703	9.89833	2.182	9.89833	4.754
9.90000	0.699	9.90000	2.184	9.90000	4.753
9.90167	0.694	9.90167	2.184	9.90167	4.752
9.90333	0.694	9.90333	2.188	9.90333	4.751
9.90500	0.699	9.90500	2.194	9.90500	4.750
9.90667	0.709	9.90667	2.199	9.90667	4.748
9.90833	0.714	9.90833	2.202	9.90833	4.747
9.91000	0.720	9.91000	2.204	9.91000	4.746
9.91167	0.715	9.91167	2.209	9.91167	4.745
9.91333	0.714	9.91333	2.213	9.91333	4.744
9.91500	0.714	9.91500	2.217	9.91500	4.743
9.91667	0.703	9.91667	2.221	9.91667	4.742
9.91833	0.698	9.91833	2.225	9.91833	4.741
9.92000	0.693	9.92000	2.229	9.92000	4.740
9.92167	0.699	9.92167	2.231	9.92167	4.739
9.92333	0.709	9.92333	2.234	9.92333	4.738
9.92500	0.714	9.92500	2.238	9.92500	4.737
9.92667	0.713	9.92667	2.243	9.92667	4.736
9.92833	0.717	9.92833	2.247	9.92833	4.735
9.93000	0.711	9.93000	2.250	9.93000	4.734
9.93167	0.706	9.93167	2.253	9.93167	4.733
9.93333	0.700	9.93333	2.261	9.93333	4.732
9.93500	0.695	9.93500	2.264	9.93500	4.731
9.93667	0.695	9.93667	2.267	9.93667	4.730
9.93833	0.705	9.93833	2.270	9.93833	4.729
9.94000	0.710	9.94000	2.275	9.94000	4.728
9.94167	0.716	9.94167	2.278	9.94167	4.727
9.94333	0.716	9.94333	2.280	9.94333	4.726
9.94500	0.715	9.94500	2.284	9.94500	4.725
9.94667	0.714	9.94667	2.288	9.94667	4.724
9.94833	0.709	9.94833	2.292	9.94833	4.723
9.95000	0.709	9.95000	2.295	9.95000	4.722
9.95167	0.704	9.95167	2.300	9.95167	4.721
9.95333	0.709	9.95333	2.303	9.95333	4.720
9.95500	0.725	9.95500	2.309	9.95500	4.719
9.95667	0.735	9.95667	2.313	9.95667	4.718
9.95833	0.739	9.95833	2.317	9.95833	4.717
9.96000	0.739	9.96000	2.320	9.96000	4.716
9.96167	0.734	9.96167	2.327	9.96167	4.715
9.96333	0.729	9.96333	2.331	9.96333	4.714
9.96500	0.725	9.96500	2.335	9.96500	4.713
9.96667	0.725	9.96667	2.341	9.96667	4.712
9.96833	0.725	9.96833	2.346	9.96833	4.711
9.97000	0.729	9.97000	2.350	9.97000	4.710
9.97167	0.738	9.97167	2.355	9.97167	4.709
9.97333	0.748	9.97333	2.359	9.97333	4.708
9.97500	0.762	9.97500	2.363	9.97500	4.707
9.97667	0.758	9.97667	2.366	9.97667	4.706
9.97833	0.753	9.97833	2.372	9.97833	4.704
9.98000	0.748	9.98000	2.376	9.98000	4.703
9.98167	0.743	9.98167	2.379	9.98165	4.702
9.98333	0.739	9.98333	2.386	9.98333	4.701
9.98500	0.744	9.98500	2.391	9.98500	4.700
9.98667	0.755	9.98667	2.399	9.98667	4.699
9.98833	0.760	9.98833	2.404	9.98833	4.698
9.99000	0.765	9.99000	2.408	9.99000	4.697
9.99167	0.770	9.99167	2.412	9.99167	4.696
9.99333	0.769	9.99333	2.416	9.99332	4.695
9.99500	0.764	9.99500	2.422	9.99500	4.694
9.99667	0.759	9.99667	2.427	9.99667	4.693
9.99833	0.750	9.99833	2.429	9.99833	4.692
10.00000	0.750	10.00000	2.435	10.00000	4.691
10.00167	0.755	10.00167	2.438	10.00167	4.690
10.00333	0.771	10.00333	2.445	10.00333	4.689
10.00500	0.781	10.00500	2.448	10.00498	4.688
10.00667	0.785	10.00667	2.454	10.00667	4.687
10.00833	0.791	10.00833	2.458	10.00833	4.686
10.01000	0.786	10.01000	2.462	10.01000	4.685
10.01167	0.781	10.01167	2.468	10.01167	4.684
10.01333	0.777	10.01333	2.473	10.01333	4.683
10.01500	0.772	10.01500	2.480	10.01500	4.682
10.01667	0.773	10.01667	2.486	10.01667	4.681
10.01833	0.778	10.01833	2.491	10.01833	4.680
10.02000	0.784	10.02000	2.501	10.02000	4.679
10.02167	0.788	10.02167	2.508	10.02167	4.678
10.02333	0.793	10.02333	2.512	10.02333	4.677
10.02500	0.793	10.02500	2.517	10.02500	4.676
10.02667	0.793	10.02667	2.522	10.02667	4.675
10.02833	0.793	10.02833	2.528	10.02833	4.674
10.03000	0.783	10.03000	2.533	10.03000	4.673
10.03167	0.777	10.03167	2.541	10.03167	4.672
10.03333	0.778	10.03333	2.546	10.03333	4.671
10.03500	0.778	10.03500	2.551	10.03500	4.670
10.03667	0.798	10.03667	2.558	10.03667	4.669
10.03833	0.809	10.03833	2.562	10.03833	4.668
10.04000	0.809	10.04000	2.568	10.04000	4.667
10.04167	0.803	10.04167	2.573	10.04167	4.666
10.04333	0.809	10.04333	2.576	10.04333	4.665
10.04500	0.797	10.04500	2.584	10.04500	4.664
10.04667	0.797	10.04667	2.591	10.04667	4.663
10.04833	0.795	10.04833	2.598	10.04832	4.661
10.05000	0.800	10.05000	2.604	10.05000	4.660
10.05167	0.800	10.05167	2.609	10.05167	4.659
10.05333	0.811	10.05333	2.619	10.05333	4.658
10.05500	0.817	10.05500	2.627	10.05500	4.657
10.05667	0.822	10.05667	2.635	10.05667	4.656
10.05833	0.827	10.05833	2.642	10.05833	4.655
10.06000	0.822	10.06000	2.646	10.05998	4.654
10.06167	0.818	10.06167	2.654	10.06167	4.653
10.06333	0.808	10.06333	2.661	10.06333	4.652
10.06500	0.808	10.06500	2.668	10.06500	4.651
10.06667	0.819	10.06667	2.673	10.06667	4.650
10.06833	0.829	10.06833	2.680	10.06833	4.649
10.07000	0.836	10.07000	2.689	10.07000	4.648
10.07167	0.841	10.07167	2.698	10.07165	4.647
10.07333	0.846	10.07333	2.706	10.07333	4.646
10.07500	0.835	10.07500	2.712	10.07500	4.645
10.07667	0.835	10.07667	2.716	10.07667	4.644
10.07833	0.829	10.07833	2.724	10.07833	4.643
10.08000	0.829	10.08000	2.734	10.08000	4.642
10.08167	0.829	10.08167	2.742	10.08167	4.641
10.08333	0.843	10.08333	2.751	10.08332	4.640
10.08500	0.848	10.08500	2.758	10.08500	4.639
10.08667	0.858	10.08667	2.766	10.08667	4.638
10.08833	0.863	10.08833	2.773	10.08833	4.637
10.09000	0.858	10.09000	2.780	10.09000	4.636
10.09167	0.863	10.09167	2.787	10.09167	4.635
10.09333	0.862	10.09333	2.794	10.09333	4.634
10.09500	0.856	10.09500	2.800	10.09498	4.633
10.09667	0.861	10.09667	2.808	10.09667	4.632
10.09833	0.854	10.09833	2.816	10.09833	4.631
10.10000	0.865	10.10000	2.822	10.10000	4.630
10.10167	0.875	10.10167	2.829	10.10167	4.629
10.10333	0.885	10.10333	2.840	10.10333	4.628
10.10500	0.885	10.10500	2.849	10.10500	4.627
10.10667	0.880	10.10667	2.857	10.10665	4.626
10.10833	0.880	10.10833	2.864	10.10833	4.625
10.11000	0.875	10.11000	2.873	10.11000	4.624
10.11167	0.875	10.11167	2.883	10.11167	4.623
10.11333	0.875	10.11333	2.890	10.11333	4.622
10.11500	0.882	10.11500	2.900	10.11500	4.621
10.11667	0.897	10.11667	2.908	10.11667	4.620
10.11833	0.902	10.11833	2.916	10.11832	4.618
10.12000	0.901	10.12000	2.925	10.12000	4.617
10.12167	0.901	10.12167	2.933	10.12167	4.616
10.12333	0.901	10.12333	2.943	10.12333	4.615
10.12500	0.891	10.12500	2.952	10.12500	4.614
10.12667	0.890	10.12667	2.960	10.12667	4.613
10.12833	0.885	10.12833	2.971	10.12833	4.612
10.13000	0.885	10.13000	2.982	10.12998	4.611
10.13167	0.890	10.13167	2.993	10.13167	4.610
10.13333	0.901	10.13333	3.004	10.13333	4.609
10.13500	0.911	10.13500	3.013	10.13500	4.608
10.13667	0.915	10.13667	3.024	10.13667	4.607
10.13833	0.915	10.13833	3.035	10.13833	4.606
10.14000	0.915	10.14000	3.045	10.14000	4.605
10.14167	0.910	10.14167	3.055	10.14167	4.604
10.14333	0.905	10.14333	3.065	10.14333	4.603
10.14500	0.899	10.14500	3.073	10.14500	4.602
10.14667	0.904	10.14667	3.086	10.14667	4.601
10.14833	0.913	10.14833	3.096	10.14833	4.600
10.15000	0.924	10.15000	3.105	10.15000	4.599
10.15167	0.934	10.15167	3.114	10.15167	4.598
10.15333	0.945	10.15333	3.126	10.15333	4.597
10.15500	0.940	10.15500	3.135	10.15500	4.596
10.15667	0.941	10.15667	3.143	10.15667	4.595
10.15833	0.941	10.15833	3.153	10.15833	4.594
10.16000	0.935	10.16000	3.161	10.16000	4.593
10.16167	0.930	10.16167	3.170	10.16167	4.592
10.16333	0.930	10.16333	3.179	10.16333	4.591
10.16500	0.945	10.16500	3.189	10.16500	4.590
10.16667	0.965	10.16667	3.198	10.16667	4.589
10.16833	0.975	10.16833	3.209	10.16833	4.588
10.17000	0.979	10.17000	3.222	10.17000	4.587
10.17167	0.978	10.17167	3.234	10.17167	4.586
10.17333	0.973	10.17333	3.247	10.17332	4.585
10.17500	0.968	10.17500	3.259	10.17500	4.584
10.17667	0.964	10.17667	3.271	10.17667	4.583
10.17833	0.960	10.17833	3.284	10.17833	4.582
10.18000	0.965	10.18000	3.298	10.18000	4.581
10.18167	0.976	10.18167	3.311	10.18167	4.580
10.18333	0.986	10.18333	3.323	10.18333	4.579
10.18500	0.987	10.18500	3.336	10.18498	4.578
10.18667	0.988	10.18667	3.348	10.18667	4.577
10.18833	0.989	10.18833	3.359	10.18833	4.576
10.19000	0.984	10.19000	3.371	10.19000	4.574
10.19167	0.980	10.19167	3.382	10.19167	4.573
10.19333	0.975	10.19333	3.392	10.19333	4.572
10.19500	0.980	10.19500	3.407	10.19500	4.571
10.19667	0.991	10.19667	3.420	10.19665	4.570
10.19833	1.001	10.19833	3.432	10.19833	4.569
10.20000	1.011	10.20000	3.442	10.20000	4.568
10.20167	1.017	10.20167	3.456	10.20167	4.567
10.20333	1.022	10.20333	3.470	10.20333	4.566
10.20500	1.024	10.20500	3.483	10.20500	4.565
10.20667	1.025	10.20667	3.496	10.20667	4.564
10.20833	1.015	10.20833	3.509	10.20832	4.563
10.21000	1.015	10.21000	3.520	10.21000	4.562
10.21167	1.020	10.21167	3.535	10.21167	4.561
10.21333	1.030	10.21333	3.548	10.21333	4.560
10.21500	1.040	10.21500	3.562	10.21500	4.559
10.21667	1.045	10.21667	3.575	10.21667	4.558
10.21833	1.045	10.21833	3.587	10.21833	4.557
10.22000	1.041	10.22000	3.602	10.21998	4.556
10.22167	1.036	10.22167	3.618	10.22167	4.555
10.22333	1.031	10.22333	3.632	10.22333	4.554
10.22500	1.031	10.22500	3.647	10.22500	4.553
10.22667	1.031	10.22667	3.660	10.22667	4.552
10.22833	1.041	10.22833	3.678	10.22833	4.551
10.23000	1.057	10.23000	3.693	10.23000	4.550
10.23167	1.072	10.23167	3.708	10.23165	4.549
10.23333	1.077	10.23333	3.723	10.23333	4.548
10.23500	1.077	10.23500	3.732	10.23500	4.547
10.23667	1.082	10.23667	3.748	10.23667	4.546
10.23833	1.083	10.23833	3.764	10.23833	4.545
10.24000	1.079	10.24000	3.781	10.24000	4.544
10.24167	1.074	10.24167	3.799	10.24167	4.543
10.24333	1.079	10.24333	3.811	10.24332	4.542
10.24500	1.088	10.24500	3.825	10.24500	4.541
10.24667	1.103	10.24667	3.840	10.24667	4.540
10.24833	1.118	10.24833	3.856	10.24833	4.539
10.25000	1.128	10.25000	3.871	10.25000	4.538
10.25167	1.129	10.25167	3.886	10.25167	4.537
10.25333	1.129	10.25333	3.903	10.25333	4.536
10.25500	1.129	10.25500	3.918	10.25498	4.535
10.25667	1.124	10.25667	3.932	10.25667	4.534
10.25833	1.125	10.25833	3.948	10.25833	4.533
10.26000	1.129	10.26000	3.963	10.26000	4.531
10.26167	1.140	10.26167	3.979	10.26167	4.530
10.26333	1.150	10.26333	3.996	10.26333	4.529
10.26500	1.161	10.26500	4.013	10.26500	4.528
10.26667	1.165	10.26667	4.029	10.26667	4.527
10.26833	1.165	10.26833	4.044	10.26833	4.526
10.27000	1.161	10.27000	4.062	10.27000	4.525
10.27167	1.156	10.27167	4.079	10.27167	4.524
10.27333	1.156	10.27333	4.097	10.27333	4.523
10.27500	1.156	10.27500	4.115	10.27500	4.522
10.27667	1.162	10.27667	4.133	10.27667	4.521
10.27833	1.183	10.27833	4.152	10.27833	4.520
10.28000	1.193	10.28000	4.171	10.28000	4.519
10.28167	1.203	10.28167	4.187	10.28167	4.518
10.28333	1.208	10.28333	4.203	10.28333	4.517
10.28500	1.208	10.28500	4.218	10.28500	4.516
10.28667	1.207	10.28667	4.239	10.28667	4.515
10.28833	1.213	10.28833	4.257	10.28833	4.514
10.29000	1.213	10.29000	4.276	10.29000	4.513
10.29167	1.218	10.29167	4.296	10.29167	4.512
10.29333	1.228	10.29333	4.312	10.29333	4.511
10.29500	1.248	10.29500	4.334	10.29500	4.510
10.29667	1.257	10.29667	4.355	10.29667	4.509
10.29833	1.261	10.29833	4.374	10.29832	4.508
10.30000	1.265	10.30000	4.392	10.30000	4.507
10.30167	1.270	10.30167	4.408	10.30167	4.506
10.30333	1.264	10.30333	4.429	10.30333	4.505
10.30500	1.263	10.30500	4.445	10.30500	4.504
10.30667	1.262	10.30667	4.463	10.30667	4.503
10.30833	1.273	10.30833	4.481	10.30833	4.502
10.31000	1.283	10.31000	4.498	10.30998	4.501
10.31167	1.302	10.31167	4.519	10.31167	4.500
10.31333	1.312	10.31333	4.539	10.31333	4.499
10.31500	1.321	10.31500	4.561	10.31500	4.498
10.31667	1.326	10.31667	4.582	10.31667	4.497
10.31833	1.326	10.31833	4.601	10.31833	4.496
10.32000	1.321	10.32000	4.625	10.32000	4.495
10.32167	1.316	10.32167	4.646	10.32165	4.494
10.32333	1.312	10.32333	4.668	10.32333	4.493
10.32500	1.317	10.32500	4.689	10.32500	4.492
10.32667	1.326	10.32667	4.710	10.32667	4.491
10.32833	1.347	10.32833	4.732	10.32833	4.490
10.33000	1.362	10.33000	4.751	10.33000	4.489
10.33167	1.362	10.33167	4.773	10.33167	4.487
10.33333	1.367	10.33333	4.796	10.33332	4.486
10.33500	1.367	10.33500	4.816	10.33500	4.485
10.33667	1.366	10.33667	4.839	10.33667	4.484
10.33833	1.365	10.33833	4.862	10.33833	4.483
10.34000	1.370	10.34000	4.884	10.34000	4.482
10.34167	1.379	10.34167	4.905	10.34167	4.481
10.34333	1.395	10.34333	4.923	10.34333	4.480
10.34500	1.405	10.34500	4.944	10.34498	4.479
10.34667	1.415	10.34667	4.968	10.34667	4.478
10.34833	1.425	10.34833	4.991	10.34833	4.477
10.35000	1.425	10.35000	5.015	10.35000	4.476
10.35167	1.420	10.35167	5.034	10.35167	4.475
10.35333	1.425	10.35333	5.059	10.35333	4.474
10.35500	1.425	10.35500	5.082	10.35500	4.473
10.35667	1.436	10.35667	5.106	10.35665	4.472
10.35833	1.446	10.35833	5.130	10.35833	4.471
10.36000	1.456	10.36000	5.150	10.36000	4.470
10.36167	1.472	10.36167	5.176	10.36167	4.469
10.36333	1.484	10.36333	5.202	10.36333	4.468
10.36500	1.489	10.36500	5.228	10.36500	4.467
10.36667	1.490	10.36667	5.253	10.36667	4.466
10.36833	1.490	10.36833	5.275	10.36832	4.465
10.37000	1.489	10.37000	5.304	10.37000	4.464
10.37167	1.484	10.37167	5.327	10.37167	4.463
10.37333	1.494	10.37333	5.351	10.37333	4.462
10.37500	1.509	10.37500	5.376	10.37500	4.461
10.37667	1.520	10.37667	5.395	10.37667	4.460
10.37833	1.535	10.37833	5.424	10.37833	4.459
10.38000	1.540	10.38000	5.449	10.37998	4.458
10.38167	1.551	10.38167	5.473	10.38167	4.457
10.38333	1.557	10.38333	5.498	10.38333	4.456
10.38500	1.558	10.38500	5.521	10.38500	4.455
10.38667	1.559	10.38667	5.548	10.38667	4.454
10.38833	1.558	10.38833	5.571	10.38833	4.453
10.39000	1.573	10.39000	5.595	10.39000	4.452
10.39167	1.589	10.39167	5.622	10.39167	4.451
10.39333	1.598	10.39333	5.646	10.39333	4.450
10.39500	1.608	10.39500	5.675	10.39500	4.449
10.39667	1.618	10.39667	5.704	10.39667	4.448
10.39833	1.618	10.39833	5.729	10.39833	4.447
10.40000	1.628	10.40000	5.757	10.40000	4.446
10.40167	1.628	10.40167	5.782	10.40167	4.444
10.40333	1.638	10.40333	5.812	10.40333	4.443
10.40500	1.644	10.40500	5.840	10.40500	4.442
10.40667	1.660	10.40667	5.867	10.40667	4.441
10.40833	1.670	10.40833	5.892	10.40833	4.440
10.41000	1.685	10.41000	5.918	10.41000	4.439
10.41167	1.695	10.41167	5.949	10.41167	4.438
10.41333	1.700	10.41333	5.975	10.41333	4.437
10.41500	1.699	10.41500	6.004	10.41500	4.436
10.41667	1.704	10.41667	6.031	10.41667	4.435
10.41833	1.705	10.41833	6.057	10.41833	4.434
10.42000	1.705	10.42000	6.086	10.42000	4.433
10.42167	1.715	10.42167	6.114	10.42167	4.432
10.42333	1.731	10.42333	6.143	10.42332	4.431
10.42500	1.751	10.42500	6.171	10.42500	4.430
10.42667	1.765	10.42667	6.197	10.42667	4.429
10.42833	1.774	10.42833	6.232	10.42833	4.428
10.43000	1.779	10.43000	6.261	10.43000	4.427
10.43167	1.785	10.43167	6.289	10.43167	4.426
10.43333	1.790	10.43333	6.318	10.43333	4.425
10.43500	1.790	10.43500	6.344	10.43498	4.424
10.43667	1.795	10.43667	6.376	10.43667	4.423
10.43833	1.805	10.43833	6.405	10.43833	4.422
10.44000	1.820	10.44000	6.434	10.44000	4.421
10.44167	1.835	10.44167	6.463	10.44167	4.420
10.44333	1.849	10.44333	6.492	10.44333	4.419
10.44500	1.864	10.44500	6.526	10.44500	4.418
10.44667	1.873	10.44667	6.557	10.44665	4.417
10.44833	1.873	10.44833	6.586	10.44833	4.416
10.45000	1.872	10.45000	6.616	10.45000	4.415
10.45167	1.872	10.45167	6.642	10.45167	4.414
10.45333	1.884	10.45333	6.676	10.45333	4.413
10.45500	1.904	10.45500	6.710	10.45500	4.412
10.45667	1.925	10.45667	6.741	10.45667	4.411
10.45833	1.945	10.45833	6.771	10.45832	4.410
10.46000	1.956	10.46000	6.798	10.46000	4.409
10.46167	1.966	10.46167	6.831	10.46167	4.408
10.46333	1.975	10.46333	6.861	10.46333	4.407
10.46500	1.975	10.46500	6.891	10.46500	4.406
10.46667	1.980	10.46667	6.924	10.46667	4.405
10.46833	1.986	10.46833	6.948	10.46833	4.404
10.47000	1.996	10.47000	6.985	10.46998	4.403
10.47167	2.017	10.47167	7.017	10.47167	4.402
10.47333	2.036	10.47333	7.050	10.47333	4.400
10.47500	2.050	10.47500	7.083	10.47500	4.399
10.47667	2.060	10.47667	7.113	10.47667	4.398
10.47833	2.070	10.47833	7.150	10.47833	4.397
10.48000	2.076	10.48000	7.181	10.48000	4.396
10.48167	2.076	10.48167	7.211	10.48165	4.395
10.48333	2.082	10.48333	7.244	10.48333	4.394
10.48500	2.087	10.48500	7.275	10.48500	4.393
10.48667	2.102	10.48667	7.313	10.48667	4.392
10.48833	2.121	10.48833	7.348	10.48833	4.391
10.49000	2.136	10.49000	7.380	10.49000	4.390
10.49167	2.157	10.49167	7.412	10.49167	4.389
10.49333	2.168	10.49333	7.441	10.49332	4.388
10.49500	2.178	10.49500	7.478	10.49500	4.387
10.49667	2.183	10.49667	7.513	10.49667	4.386
10.49833	2.184	10.49833	7.548	10.49833	4.385
10.50000	2.189	10.50000	7.582	10.50000	4.384
10.50167	2.194	10.50167	7.614	10.50167	4.383
10.50333	2.205	10.50333	7.652	10.50333	4.382
10.50500	2.230	10.50500	7.688	10.50498	4.381
10.50667	2.255	10.50667	7.723	10.50667	4.380
10.50833	2.269	10.50833	7.756	10.50833	4.379
10.51000	2.284	10.51000	7.787	10.51000	4.378
10.51167	2.288	10.51167	7.826	10.51167	4.377
10.51333	2.299	10.51333	7.860	10.51333	4.376
10.51500	2.299	10.51500	7.895	10.51500	4.375
10.51667	2.313	10.51667	7.928	10.51667	4.374
10.51833	2.328	10.51833	7.955	10.51833	4.373
10.52000	2.343	10.52000	7.993	10.52000	4.372
10.52167	2.363	10.52167	8.027	10.52167	4.371
10.52333	2.379	10.52333	8.063	10.52333	4.370
10.52500	2.393	10.52500	8.098	10.52500	4.369
10.52667	2.403	10.52667	8.129	10.52667	4.368
10.52833	2.407	10.52833	8.167	10.52833	4.367
10.53000	2.417	10.53000	8.205	10.53000	4.366
10.53167	2.422	10.53167	8.240	10.53167	4.365
10.53333	2.438	10.53333	8.275	10.53333	4.364
10.53500	2.452	10.53500	8.305	10.53500	4.363
10.53667	2.472	10.53667	8.344	10.53667	4.362
10.53833	2.488	10.53833	8.380	10.53833	4.361
10.54000	2.509	10.54000	8.414	10.54000	4.360
10.54167	2.519	10.54167	8.451	10.54167	4.359
10.54333	2.529	10.54333	8.484	10.54333	4.357
10.54500	2.543	10.54500	8.523	10.54500	4.356
10.54667	2.548	10.54667	8.559	10.54667	4.355
10.54833	2.557	10.54833	8.596	10.54832	4.354
10.55000	2.567	10.55000	8.632	10.55000	4.353
10.55167	2.582	10.55167	8.660	10.55167	4.352
10.55333	2.607	10.55333	8.701	10.55333	4.351
10.55500	2.632	10.55500	8.736	10.55500	4.350
10.55667	2.653	10.55667	8.774	10.55667	4.349
10.55833	2.664	10.55833	8.811	10.55833	4.348
10.56000	2.669	10.56000	8.846	10.55998	4.347
10.56167	2.680	10.56167	8.886	10.56167	4.346
10.56333	2.684	10.56333	8.922	10.56333	4.345
10.56500	2.694	10.56500	8.960	10.56500	4.344
10.56667	2.704	10.56667	8.996	10.56667	4.343
10.56833	2.720	10.56833	9.030	10.56833	4.342
10.57000	2.744	10.57000	9.071	10.57000	4.341
10.57167	2.763	10.57167	9.108	10.57165	4.340
10.57333	2.779	10.57333	9.145	10.57333	4.339
10.57500	2.790	10.57500	9.181	10.57500	4.338
10.57667	2.806	10.57667	9.215	10.57667	4.337
10.57833	2.817	10.57833	9.257	10.57833	4.336
10.58000	2.822	10.58000	9.293	10.58000	4.335
10.58167	2.831	10.58167	9.332	10.58167	4.334
10.58333	2.846	10.58333	9.368	10.58332	4.333
10.58500	2.866	10.58500	9.400	10.58500	4.332
10.58667	2.891	10.58667	9.439	10.58667	4.331
10.58833	2.907	10.58833	9.475	10.58833	4.330
10.59000	2.922	10.59000	9.513	10.59000	4.329
10.59167	2.938	10.59167	9.552	10.59167	4.328
10.59333	2.949	10.59333	9.585	10.59333	4.327
10.59500	2.949	10.59500	9.626	10.59498	4.326
10.59667	2.955	10.59667	9.664	10.59667	4.325
10.59833	2.970	10.59833	9.699	10.59833	4.324
10.60000	2.990	10.60000	9.734	10.60000	4.323
10.60167	3.015	10.60167	9.767	10.60167	4.322
10.60333	3.045	10.60333	9.808	10.60333	4.321
10.60500	3.065	10.60500	9.846	10.60500	4.320
10.60667	3.081	10.60667	9.884	10.60665	4.319
10.60833	3.091	10.60833	9.922	10.60833	4.318
10.61000	3.096	10.61000	9.952	10.61000	4.317
10.61167	3.102	10.61167	9.997	10.61167	4.316
10.61333	3.112	10.61333	10.034	10.61333	4.315
10.61500	3.126	10.61500	10.070	10.61500	4.313
10.61667	3.146	10.61667	10.106	10.61667	4.312
10.61833	3.166	10.61833	10.137	10.61832	4.311
10.62000	3.197	10.62000	10.184	10.62000	4.310
