,Polymer_Name_P,Mn,Mw,D,THF Soluble,DCM Soluble,Storage Location (Box#_CR),Synthesis_Set,Notes on State,Biodeg Run,Biodegradable,Degradation Type,Biodeg_data_Date,NMR Run ,GPC Run,BIGSMILES,Ratio from NMR (order of names),Ratio 1,Ratio 2,Ratio 3,DMF Soluble
234,TOA50_TPG25_CHM25_P,,,,,,T2_G6,19,viscous,Y,Y,Clear Zone,20231115,P,,,2:1.6:0.4,2.0,1.6,0.4,
233,TOA50_TPD25_OTD25_P,,,,,,T2_B6,14,viscous,Y,Y,Clear Zone,20231115,Y,Y,,1:0.9:1.1,2.0,0.9,1.1,
164,SCA25_SUA25_ETG50_P,,,,,,T1_F2,7,"solid (waxy, opaque)",Y,Y,Clear Zone,20230910,Y,Y,,1.0:1.0:2,1.0,1.0,2.0,
163,SCA25_SBA25_TPG50_P,,,,,,T2_H1,19,viscous,Y,Y,Clear Zone,20231115,P,,,1.0:1.0:2,1.0,1.0,2.0,
55,CCD50_PRD25_PTD25_P,,,,,,T1_D7,5,"solid (elastic, clear)",Y,Y,Clear Zone,20230910,P,Y,,2:0.7:1.3,2.0,0.7,1.3,
101,EBA50_PRD25_TPD25_P,,,,,,T1_C8,4,viscous,Y,Y,Clear Zone,20231115,Y,,,2:0.5:1.5,2.0,0.5,1.5,
225,TOA50_DPD25_HND25_P,,,,,,T2_C10,15,viscous,Y,Y,Clear Zone,20231115,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
132,GLA50_MRD25_BTD25_P,10690.0,17750.0,1.66,Y,,T1_A3,1,viscous,Y,Y,Clear Zone,20230910,Y,Y,,2:1.7:0.3,2.0,1.7,0.3,
83,DGA50_PTD25_HND25_P,,,,,,T2_E2,16,"solid (elastic, opaque)",Y,Y,Clear Zone,20231115,P,Y,,2:1.0:1.0,2.0,1.0,1.0,
105,GLA25_ADA25_PTD50_P,,,,,,T2_E6,17,viscous,Y,Y,Clear Zone,20231115,P,Y,,2:1.0:1.0,2.0,1.0,1.0,
33,AZA50_TPG25_DCD25_P,,,,,,T2_G8,19,"solid (waxy, opaque)",Y,Y,Distributed,20231115,P,,,2:0.8:1.2,2.0,0.8,1.2,
152,SBA50_PPD25_NND25_P,,,,,,T1_H10,10,"solid (waxy, opaque)",Y,Y,Distributed,20240321,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
0,ADA25_AZA25_CHM50_P,,,,,,T2_H10,20,"solid (elastic, opaque)",Y,Y,Distributed,20231115,P,,,1.1:0.9:2,1.1,0.9,2.0,
232,TOA50_PPD25_CHD25_P,,,,,,T1_I3,10,"solid (elastic, opaque)",Y,Y,Distributed,20231018,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
198,SUA50_MRD25_BPA25_P,5837.0,10850.0,1.858,N,,T1_A1,1,viscous,Y,Y,Color Interference,20230910,Y,Y,,2:1.6:0.4,2.0,1.6,0.4,
123,GLA50_DPD25_PTD25_P,,,,,,T2_D1,15,viscous,Y,Y,Clear Zone,20231115,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
28,AZA50_DPD25_TPG25_P,,,,,,T2_C8,15,"solid (elastic, clear)",Y,Y,Distributed,20231115,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
179,SCA50_PRD25_BPA25_P,,,,,,T1_D2,4,"solid (glassy, clear, orange)",Y,Y,Clear Zone,20231209,Y,Y,,2:1.4:0.6,2.0,1.4,0.6,
133,GLA50_PPD25_MPD25_P,,,,,,T1_I7,11,viscous,Y,Y,Clear Zone,20231018,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
87,EBA25_AZA25_BPA50_P,,,,,,T3_D2,25,,Y,Y,Color Interference,20240311,Y,Y,,0.9:1.1:2,0.9,1.1,2.0,
106,GLA25_AZA25_BED50_P,,,,,,T3_A5,22,,Y,Y,Distributed,20231209,P,,,1.0:1.0:2,1.0,1.0,2.0,
95,EBA50_HND25_MPD25_P,,,,,,T2_F6,18,viscous,Y,Y,Clear Zone,20231209,P,Y,,2:1.0:1.0,2.0,1.0,1.0,
37,DMT50_ETG25_TPG25_P,,,,,,,25,,Y,N,,20231115,Y,Y,,2:1.1:0.9,2.0,1.1,0.9,
19,DMI50_DCD25_BPA25_P,,,,,,,31,,Y,N,Hydrolysis,20231121,Y,Y,,2:0.8:1.2,2.0,0.8,1.2,
41,DMT50_PPD25_CHM25_P,,,,,,,28,,Y,N,,20231018,,,,2:0.5:1.5,2.0,0.5,1.5,
58,SCA25_DMI25_DMD50_P,,,,,,,28,,Y,N,Hydrolysis,20231209,Y,Y,,1.1:0.9:2,1.1,0.9,2.0,
51,GLA25_DMI25_BND50_P,,,,,,,28,,Y,Y,Clear Zone,20231018,Y,Y,,1.2:0.8:2,1.2,0.8,2.0,
12,DGA25_DMI25_GGE50_P,,,,,,,31,,Y,Y,Clear Zone,20240311,Y,Y,,1.8:0.2:2,1.8,0.2,2.0,
