,Polymer_Name_P,Mn,Mw,D,THF Soluble,DCM Soluble,Storage Location (Box#_CR),Synthesis_Set,Notes on State,Biodeg Run,Biodegradable,Degradation Type,Biodeg_data_Date,NMR Run ,GPC Run,BIGSMILES,Ratio from NMR (order of names),Ratio 1,Ratio 2,Ratio 3,DMF Soluble
47,DMT50_TPG25_BED25_P,,,,,,,30,,Y,Y,Distributed,20231115,Y,Y,,2:0.3:1.7,2.0,0.3,1.7,
34,CCD25_AZA25_BED50_P,,,,,,T3_A6,22,,Y,Y,Distributed,20231209,P,,,0.7:1.3:2,0.7,1.3,2.0,
125,GLA50_DPG25_GGE25_P,,,,,,T2_A10,13,"solid (elastic, opaque)",Y,Y,Clear Zone,20231018,Y,Y,,2:1.2:0.8,2.0,1.2,0.8,
69,DGA50_BND25_PTD25_P,,,,,,T1_J9,12,"solid (elastic, opaque)",Y,Y,Clear Zone,20231018,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
188,SUA25_SBA25_BTD50_P,,,,,,T1_C6,4,viscous,Y,Y,Distributed,20232018,Y,Y,,1.0:1.0:2,1.0,1.0,2.0,
65,DGA25_SUA25_MRD50_P,,,,,,T1_A10,2,viscous,Y,Y,Distributed,20230910,Y,Y,,1.0:1.0:2,1.0,1.0,2.0,
119,GLA50_BTD25_DMD25_P,,,,,,T1_C4,3,viscous,Y,Y,Distributed,20230910,Y,Y,,2:1.3:0.7,2.0,1.3,0.7,
41,CCD50_BTD25_TPG25_P,,,,,,T1_B5,2,"solid (elastic, clear)",Y,Y,Distributed,20230910,Y,Y,,Unresolvable,2.0,1.0,1.0,
215,TOA25_SBA25_TPG50_P,,,,,,T2_G9,19,viscous,Y,Y,Clear Zone,20231115,P,,,0.6:1.4:2,0.6,1.4,2.0,
214,TOA25_SBA25_NND50_P,,,,,,T2_J10,22,,Y,Y,Distributed,20231209,P,,,1.0:1.0:2,1.0,1.0,2.0,
98,EBA50_NND25_BED25_P,,,,,,T3_B2,23,,Y,Y,Distributed,20231209,P,,,2:0.8:1.2,2.0,0.8,1.2,
97,EBA50_MRD25_PRD25_P,10040.0,14470.0,1.441,Y,,T1_A2,1,viscous,Y,Y,Clear Zone,20230910,Y,Y,,2:1.6:0.4,2.0,1.6,0.4,
48,CCD50_ETG25_TPG25_P,,,,,,T1_E10,7,"solid (elastic, clear)",Y,Y,Clear Zone,20230910,Y,Y,,2:0.8:1.2,2.0,0.8,1.2,
156,SCA25_CCD25_DCD50_P,,,,,,T3_C4,24,,Y,Y,Distributed,20231209,P,,,1.0:1.0:2,1.0,1.0,2.0,
183,SUA25_AZA25_NND50_P,,,,,,T2_J8,21,,Y,Y,Distributed,20231209,,,,1.5:0.5:2,1.5,0.5,2.0,
173,SCA50_DMD25_GGE25_P,,,,,,T1_G2,8,"solid (elastic, clear)",Y,Y,Distributed,20231018,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
230,TOA50_NND25_CHD25_P,,,,,,T2_J6,21,,Y,Y,Clear Zone,20231115,,,,2:1.1:0.9,2.0,1.1,0.9,
158,SCA25_DGA25_CHD50_P,,,,,,T3_B6,23,,Y,Y,Clear Zone,20231209,P,,,1.0:1.0:2,1.0,1.0,2.0,
88,EBA25_SBA25_BPA50_P,,,,,,T3_D4,25,,Y,Y,Color Interference,20240311,Y,Y,,0.9:1.1:2,0.9,1.1,2.0,
19,ADA50_PRD25_CHD25_P,,,,,,T1_D1,4,"solid (waxy, opaque)",Y,Y,Distributed,20231018,Y,Y,,2:0.9:1.1,2.0,0.9,1.1,
66,DGA25_TOA25_MPD50_P,,,,,,T2_J2,21,,Y,Y,Clear Zone,20231115,,,,1.0:1.0:2,1.0,1.0,2.0,
58,DGA25_ADA25_DPG50_P,,,,,,T2_B4,14,viscous,Y,Y,Clear Zone,20231209,Y,Y,,1.1:0.9:2,1.1,0.9,2.0,
139,GLA50_TPD25_TEG25_P,,,,,,T2_B7,14,viscous,Y,Y,Clear Zone,20231115,Y,Y,,2:0.8:1.2,2.0,0.8,1.2,
17,ADA50_OTD25_BPA25_P,,,,,,T3_C5,24,,Y,Y,Color Interference,20231209,P,,,2:1.2:0.8,2.0,1.2,0.8,
114,GLA25_EBA25_DCD50_P,,,,,,T3_C1,24,,Y,Y,Distributed,20231209,P,,,1.1:0.9:2,1.1,0.9,2.0,
136,GLA50_PTD25_OTD25_P,,,,,,T2_E3,16,"solid (waxy, opaque)",Y,Y,Clear Zone,20231115,P,Y,,2:0.9:1.1,2.0,0.9,1.1,
86,DGA50_TPD25_MPD25_P,,,,,,T2_C1,14,viscous,Y,Y,Clear Zone,20231115,Y,Y,,2:0.9:1.1,2.0,0.9,1.1,
30,AZA50_MPD25_OTD25_P,,,,,,T2_I9,21,,Y,Y,Distributed,20231115,,,,2:1.0:1.0,2.0,1.0,1.0,
47,CCD50_DPG25_PTD25_P,,,,,,T2_B1,13,"solid (elastic, clear)",Y,Y,Distributed,20231018,Y,Y,,2:0.7:1.3,2.0,0.7,1.3,
128,GLA50_ETG25_TPG25_P,,,,,,T1_E7,6,viscous,Y,Y,Clear Zone,20230910,Y,Y,,2:0.9:1.1,2.0,0.9,1.1,
3,ADA25_SUA25_MPD50_P,,,,,,T2_J4,21,,Y,Y,Distributed,20231115,,,,1.0:1.0:2,1.0,1.0,2.0,
44,CCD50_DPD25_BED25_P,,,,,,T2_C9,15,"solid (elastic, clear)",Y,Y,Distributed,20231115,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
177,SCA50_PPD25_GGE25_P,,,,,,T1_H9,10,"solid (elastic, clear)",Y,Y,Distributed,20231018,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
134,GLA50_PPD25_TPD25_P,,,,,,T1_I5,10,viscous,Y,Y,Clear zone,20231018,Y,Y,,2:1.1:0.9,2.0,1.1,0.9,
116,GLA25_SBA25_BPA50_P,,,,,,T3_D3,25,,Y,Y,Color Interference,20240311,Y,Y,,1.1:0.9:2,1.1,0.9,2.0,
48,DMT50_TPG25_BPA25_P,,,,,,,30,,Y,N,No Growth,20231121,Y,Y,,2:1.2:0.8,2.0,1.2,0.8,
38,DMT50_MPD25_BPA25_P,,,,,,,31,,Y,N,No Growth,20240321,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
29,DMT50_DCD25_BPA25_P,,,,,,,31,,Y,N,Hydrolysis,20231121,Y,,,2:0.9:1.1,2.0,0.9,1.1,
46,DMT50_TPD25_NND25_P,,,,,,,29,,Y,N,,20231018,Y,,,2:0.6:1.4,2.0,0.6,1.4,
20,DMI50_DMD25_DPG25_P,,,,,,,27,,Y,Y,Distributed,20231209,Y,?,,2:0.7:1.3,2.0,0.7,1.3,
50,EBA25_DMT25_TPG50_P,,,,,,,30,,Y,Y,Clear Zone,20240321,Y,Y,,1.2:0.8:2,1.2,0.8,2.0,
