,Polymer_Name_P,Mn,Mw,D,THF Soluble,DCM Soluble,Storage Location (Box#_CR),Synthesis_Set,Notes on State,Biodeg Run,Biodegradable,Degradation Type,Biodeg_data_Date,NMR Run ,GPC Run,BIGSMILES,Ratio from NMR (order of names),Ratio 1,Ratio 2,Ratio 3,DMF Soluble
12,DGA25_DMI25_GGE50_P,,,,,,,31,,Y,Y,Clear Zone,20240311,Y,Y,,1.8:0.2:2,1.8,0.2,2.0,
40,DMT50_MRD25_TPD25_P,,,,,,,25,,Y,Y,Distributed,20231209,Y,Y,,2:1.3:0.7,2.0,1.3,0.7,
63,TOA25_DMI25_HND50_P,,,,,,,30,,Y,Y,Clear Zone,20231209,Y,Y,,1.0:1.0:2,1.0,1.0,2.0,
78,DGA50_MRD25_BND25_P,,,,,,T1_A8,2,"solid (elastic, lightly opaque)",Y,Y,Clear Zone,20230910,Y,Y,,2:1.1:0.9,2.0,1.1,0.9,
92,EBA50_DMD25_GGE25_P,,,,,,T1_G8,9,"solid (elastic, clear)",Y,Y,Clear Zone,20231018,Y,Y,,2:0.9:1.1,2.0,0.9,1.1,
13,ADA50_DPG25_CHD25_P,,,,,,T2_A9,13,"solid (waxy, opaque)",Y,Y,Distributed,20231018,Y,Y,,2:1.1:0.9,2.0,1.1,0.9,
8,ADA50_CHM25_CHD25_P,,,,,,T2_H4,19,"solid (waxy, opaque)",Y,Y,Distributed,20231115,P,,,2:1.0:1.0,2.0,1.0,1.0,
29,AZA50_ETG25_TPG25_P,,,,,,T1_E9,6,viscous,Y,Y,Clear Zone,20230910,Y,Y,,2:0.9:1.1,2.0,0.9,1.1,
162,SCA25_GLA25_PRD50_P,,,,,,T1_D10,5,"solid (elastic, clear)",Y,Y,Clear Zone,20230910,P,Y,,0.9:1.1:2,0.9,1.1,2.0,
141,SBA50_BND25_BPA25_P,,,,,,T1_J7,12,"solid (waxy, opaque)",Y,Y,Color Interference,20231018,Y,Y,,2:1.4:0.6,2.0,1.4,0.6,
112,GLA25_DGA25_TPD50_P,,,,,,T2_C7,15,viscous,Y,Y,Distributed,20231115,Y,Y,,1.0:1.0:2,1.0,1.0,2.0,
4,ADA25_SUA25_TPG50_P,,,,,,T2_H2,19,viscous,Y,Y,Clear Zone,20231115,P,,,1.0:1.0:2,1.0,1.0,2.0,
161,SCA25_EBA25_CHD50_P,,,,,,T3_B5,23,,Y,Y,Clear Zone,20231209,P,,,1.0:1.0:2,1.0,1.0,2.0,
99,EBA50_NND25_GGE25_P,,,,,,T3_B3,23,,Y,Y,Clear Zone,20231209,P,,,2:1.5:0.5,2.0,1.5,0.5,
181,SCA50_TPD25_OTD25_P,,,,,,T2_B9,14,viscous,Y,Y,Distributed,20231115,Y,Y,,2:0.9:1.1,2.0,0.9,1.1,
59,DGA25_AZA25_BND50_P,,,,,,T2_A2,12,"solid (waxy, opaque)",Y,Y,Clear Zone,20231018,Y,Y,,1.0:1.0:2,1.0,1.0,2.0,
68,DGA25_TOA25_TEG50_P,,,,,,T2_I5,20,,Y,Y,Clear Zone,20231115,,,,1.0:1.0:2,1.0,1.0,2.0,
45,CCD50_DPD25_CHD25_P,,,,,,T2_D6,16,"solid (elastic, clear)",Y,Y,Distributed,20231115,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
168,SCA50_BND25_GGE25_P,,,,,,T1_J6,11,"solid (elastic, clear)",Y,Y,Clear Zone,20231018,Y,Y,,2:1.0:1.0,2.0,1.0,1.0,
211,TOA25_EBA25_PPD50_P,,,,,,T1_J3,11,"solid (elastic, opaque)",Y,Y,Clear Zone,20231018,Y,Y,,1.1:0.9:2,1.1,0.9,2.0,
109,GLA25_CCD25_BND50_P,,,,,,T2_A3,12,"solid (elastic, opaque)",Y,Y,Clear Zone,20231018,Y,Y,,1.0:1.0:2,1.0,1.0,2.0,
5,ADA25_DMT25_PTD50_P,,,,,,,29,,Y,N,,20231121,Y,Y,,1.4:0.6:2,1.4,0.6,2.0,
2,ADA25_DMT25_BPA50_P,,,,,,,31,,Y,N,No Growth,20231121,Y,Y,,1.8:0.2:2,1.8,0.2,2.0,
